ds,y
2022-08-15 00:00:00,1132.8666666666666
2022-08-15 00:05:00,1111.3666666666666
2022-08-15 00:10:00,1086.1666666666667
2022-08-15 00:15:00,1109.0
2022-08-15 00:20:00,1079.8666666666666
2022-08-15 00:25:00,1070.6
2022-08-15 00:30:00,1068.6
2022-08-15 00:35:00,1047.0333333333333
2022-08-15 00:40:00,1023.5666666666667
2022-08-15 00:45:00,1028.7666666666667
2022-08-15 00:50:00,1028.7
2022-08-15 00:55:00,1020.4333333333333
2022-08-15 01:00:00,1012.1333333333333
2022-08-15 01:05:00,1001.6
2022-08-15 01:10:00,989.1333333333333
2022-08-15 01:15:00,1002.2333333333333
2022-08-15 01:20:00,987.0333333333333
2022-08-15 01:25:00,967.6666666666666
2022-08-15 01:30:00,953.1
2022-08-15 01:35:00,953.1333333333333
2022-08-15 01:40:00,951.1
2022-08-15 01:45:00,940.3333333333334
2022-08-15 01:50:00,940.7666666666667
2022-08-15 01:55:00,948.5333333333333
2022-08-15 02:00:00,944.2333333333333
2022-08-15 02:05:00,941.9333333333333
2022-08-15 02:10:00,942.7666666666667
2022-08-15 02:15:00,943.8333333333334
2022-08-15 02:20:00,918.4333333333333
2022-08-15 02:25:00,928.7333333333333
2022-08-15 02:30:00,915.8
2022-08-15 02:35:00,916.7
2022-08-15 02:40:00,901.9
2022-08-15 02:45:00,918.5333333333333
2022-08-15 02:50:00,920.8333333333334
2022-08-15 02:55:00,915.9666666666667
2022-08-15 03:00:00,898.4333333333333
2022-08-15 03:05:00,896.7333333333333
2022-08-15 03:10:00,888.1
2022-08-15 03:15:00,876.1666666666666
2022-08-15 03:20:00,882.5
2022-08-15 03:25:00,879.0333333333333
2022-08-15 03:30:00,854.4666666666667
2022-08-15 03:35:00,855.6333333333333
2022-08-15 03:40:00,874.1
2022-08-15 03:45:00,861.6333333333333
2022-08-15 03:50:00,860.9333333333333
2022-08-15 03:55:00,841.5333333333333
2022-08-15 04:00:00,853.9666666666667
2022-08-15 04:05:00,845.3
2022-08-15 04:10:00,829.2666666666667
2022-08-15 04:15:00,850.6
2022-08-15 04:20:00,862.6
2022-08-15 04:25:00,861.1666666666666
2022-08-15 04:30:00,844.1333333333333
2022-08-15 04:35:00,873.3333333333334
2022-08-15 04:40:00,850.4666666666667
2022-08-15 04:45:00,841.8666666666667
2022-08-15 04:50:00,839.5666666666667
2022-08-15 04:55:00,844.4
2022-08-15 05:00:00,863.2333333333333
2022-08-15 05:05:00,841.8
2022-08-15 05:10:00,865.4
2022-08-15 05:15:00,879.6
2022-08-15 05:20:00,859.5333333333333
2022-08-15 05:25:00,859.0333333333333
2022-08-15 05:30:00,815.0
2022-08-15 05:35:00,810.5666666666667
2022-08-15 05:40:00,813.7
2022-08-15 05:45:00,822.2
2022-08-15 05:50:00,818.2
2022-08-15 05:55:00,833.1666666666666
2022-08-15 06:00:00,837.3666666666667
2022-08-15 06:05:00,820.9666666666667
2022-08-15 06:10:00,860.0333333333333
2022-08-15 06:15:00,882.5333333333333
2022-08-15 06:20:00,882.0
2022-08-15 06:25:00,886.3333333333334
2022-08-15 06:30:00,919.9
2022-08-15 06:35:00,937.9666666666667
2022-08-15 06:40:00,944.7666666666667
2022-08-15 06:45:00,923.4
2022-08-15 06:50:00,956.0
2022-08-15 06:55:00,955.9
2022-08-15 07:00:00,972.7
2022-08-15 07:05:00,984.4666666666667
2022-08-15 07:10:00,1017.2333333333333
2022-08-15 07:15:00,973.3666666666667
2022-08-15 07:20:00,952.2666666666667
2022-08-15 07:25:00,933.0
2022-08-15 07:30:00,896.2333333333333
2022-08-15 07:35:00,855.8333333333334
2022-08-15 07:40:00,800.3
2022-08-15 07:45:00,777.1
2022-08-15 07:50:00,765.1666666666666
2022-08-15 07:55:00,743.2333333333333
2022-08-15 08:00:00,714.2666666666667
2022-08-15 08:05:00,752.9
2022-08-15 08:10:00,742.2666666666667
2022-08-15 08:15:00,713.0
2022-08-15 08:20:00,696.3666666666667
2022-08-15 08:25:00,695.4333333333333
2022-08-15 08:30:00,691.4666666666667
2022-08-15 08:35:00,643.3666666666667
2022-08-15 08:40:00,648.5
2022-08-15 08:45:00,655.9333333333333
2022-08-15 08:50:00,672.1333333333333
2022-08-15 08:55:00,683.3
2022-08-15 09:00:00,684.7
