ds,y
2022/8/1 23:45,1011.966667
2022/8/1 23:50,994.4666667
2022/8/1 23:55,967.6666667
2022/8/2 0:00,982.3
2022/8/2 0:05,982.5333333
2022/8/2 0:10,962.1333333
2022/8/2 0:15,934.8333333
2022/8/2 0:20,938.9333333
2022/8/2 0:25,908.5666667
2022/8/2 0:30,911.8
2022/8/2 0:35,917.2
2022/8/2 0:40,909.5333333
2022/8/2 0:45,892.7666667
2022/8/2 0:50,880.9
2022/8/2 0:55,863.5
2022/8/2 1:00,853.6333333
2022/8/2 1:05,851.6666667
2022/8/2 1:10,861.8666667
2022/8/2 1:15,843.6333333
2022/8/2 1:20,829.6
2022/8/2 1:25,819.7666667
2022/8/2 1:30,816.4666667
2022/8/2 1:35,824.8333333
2022/8/2 1:40,822.4
2022/8/2 1:45,799.5
2022/8/2 1:50,803.9
2022/8/2 1:55,799.1
2022/8/2 2:00,798.9666667
2022/8/2 2:05,802.7
2022/8/2 2:10,804.5
2022/8/2 2:15,800.1666667
2022/8/2 2:20,792.3
2022/8/2 2:25,781.3
2022/8/2 2:30,789.7666667
2022/8/2 2:35,777.7
2022/8/2 2:40,772.4333333
2022/8/2 2:45,778.2
2022/8/2 2:50,784.4333333
2022/8/2 2:55,758.3666667
2022/8/2 3:00,770.2666667
2022/8/2 3:05,767.1
2022/8/2 3:10,756.9333333
2022/8/2 3:15,771.4
2022/8/2 3:20,753.0666667
2022/8/2 3:25,751.2
2022/8/2 3:30,730.6333333
2022/8/2 3:35,740.9666667
2022/8/2 3:40,762.6333333
2022/8/2 3:45,748.9666667
2022/8/2 3:50,725.1666667
2022/8/2 3:55,751.9666667
2022/8/2 4:00,729.4666667
2022/8/2 4:05,737.4666667
2022/8/2 4:10,741.1
2022/8/2 4:15,759.5666667
2022/8/2 4:20,760.4666667
2022/8/2 4:25,730.2333333
2022/8/2 4:30,720.6
2022/8/2 4:35,736.3
2022/8/2 4:40,722.4666667
2022/8/2 4:45,726.6
2022/8/2 4:50,734.6666667
2022/8/2 4:55,722.4
2022/8/2 5:00,729.5333333
2022/8/2 5:05,721.1333333
2022/8/2 5:10,713.3666667
2022/8/2 5:15,687
2022/8/2 5:20,692.7666667
2022/8/2 5:25,690.8
2022/8/2 5:30,719.1
2022/8/2 5:35,721.8666667
2022/8/2 5:40,696.0333333
2022/8/2 5:45,704.4
2022/8/2 5:50,701.5666667
2022/8/2 5:55,703
2022/8/2 6:00,710.0666667
2022/8/2 6:05,738.4
2022/8/2 6:10,783.0666667
2022/8/2 6:15,795.0333333
2022/8/2 6:20,789.8666667
2022/8/2 6:25,805.7666667
2022/8/2 6:30,834.7333333
2022/8/2 6:35,847.9666667
2022/8/2 6:40,826.8333333
2022/8/2 6:45,847.2
2022/8/2 6:50,848.8333333
2022/8/2 6:55,887.8333333
2022/8/2 7:00,900.1333333
2022/8/2 7:05,895.5
2022/8/2 7:10,902.0333333
2022/8/2 7:15,878.4
2022/8/2 7:20,855.8
2022/8/2 7:25,872.1666667
2022/8/2 7:30,863.1333333
2022/8/2 7:35,828.4
2022/8/2 7:40,806.1
2022/8/2 7:45,782.6666667
2022/8/2 7:50,752.3666667
2022/8/2 7:55,728.4333333
2022/8/2 8:00,742.5333333
2022/8/2 8:05,754.7333333
2022/8/2 8:10,755.1
2022/8/2 8:15,728.0333333
2022/8/2 8:20,711.6666667
2022/8/2 8:25,678.3333333
2022/8/2 8:30,696.6
2022/8/2 8:35,680.4
2022/8/2 8:40,624.5333333
2022/8/2 8:45,620.7333333
2022/8/2 8:50,619.4
2022/8/2 8:55,646
2022/8/2 9:00,648.9666667
2022/8/2 9:05,653.5666667
2022/8/2 9:10,654.6333333
2022/8/2 9:15,673
2022/8/2 9:20,705.0333333
2022/8/2 9:25,688.5333333
2022/8/2 9:30,667.5333333
2022/8/2 9:35,641.8666667
2022/8/2 9:40,637.1666667
2022/8/2 9:45,632.0666667
2022/8/2 9:50,651.0666667
2022/8/2 9:55,674.7666667
2022/8/2 10:00,702.2333333
2022/8/2 10:05,721.1
2022/8/2 10:10,720.8333333
2022/8/2 10:15,719.0666667
2022/8/2 10:20,743.3666667
2022/8/2 10:25,758.6333333
2022/8/2 10:30,782.6
2022/8/2 10:35,793
2022/8/2 10:40,809.3666667
2022/8/2 10:45,834.7666667
2022/8/2 10:50,838.1
2022/8/2 10:55,842.9666667
2022/8/2 11:00,855.7333333
2022/8/2 11:05,884.2
2022/8/2 11:10,883.4
2022/8/2 11:15,938.7666667
2022/8/2 11:20,956.2333333
2022/8/2 11:25,992.6333333
2022/8/2 11:30,1042.666667
2022/8/2 11:35,1076.033333
2022/8/2 11:40,1083.333333
2022/8/2 11:45,1080.7
2022/8/2 11:50,1084.966667
2022/8/2 11:55,1099.366667
2022/8/2 12:00,1134.833333
2022/8/2 12:05,1148.266667
2022/8/2 12:10,1127.366667
2022/8/2 12:15,1094.4
2022/8/2 12:20,1061.666667
2022/8/2 12:25,1057.333333
2022/8/2 12:30,993.8
2022/8/2 12:35,978.5333333
2022/8/2 12:40,900.9666667
2022/8/2 12:45,867.9
2022/8/2 12:50,842.4
2022/8/2 12:55,788.137931
2022/8/2 13:00,730.9
2022/8/2 13:05,697.3333333
2022/8/2 13:10,682.8
2022/8/2 13:15,674.3333333
2022/8/2 13:20,655.3666667
2022/8/2 13:25,653.9
2022/8/2 13:30,666.7333333
2022/8/2 13:35,661.4333333
2022/8/2 13:40,646.4210526
2022/8/2 13:45,665.7333333
2022/8/2 13:50,662.2083333
2022/8/2 13:55,657.0666667
2022/8/2 14:00,647.6
2022/8/2 14:05,656
2022/8/2 14:10,643.5333333
2022/8/2 14:15,661.0333333
2022/8/2 14:20,665.1
2022/8/2 14:25,644.5666667
2022/8/2 14:30,640.9333333
2022/8/2 14:35,648.9666667
2022/8/2 14:40,645.9666667
2022/8/2 14:45,632.2333333
2022/8/2 14:50,636.0333333
2022/8/2 14:55,655.9666667
2022/8/2 15:00,668.3333333
2022/8/2 15:05,665.6333333
2022/8/2 15:10,651.6666667
2022/8/2 15:15,659.1333333
2022/8/2 15:20,653.3
2022/8/2 15:25,643.3666667
2022/8/2 15:30,640.4
2022/8/2 15:35,681.2
2022/8/2 15:40,686.3666667
2022/8/2 15:45,703
2022/8/2 15:50,701.8666667
2022/8/2 15:55,706.2666667
2022/8/2 16:00,702.6
2022/8/2 16:05,706.2333333
2022/8/2 16:10,721.8
2022/8/2 16:15,736.4
2022/8/2 16:20,743.3666667
2022/8/2 16:25,773.3333333
2022/8/2 16:30,777.3333333
2022/8/2 16:35,774.3333333
2022/8/2 16:40,788.1666667
2022/8/2 16:45,793.5
2022/8/2 16:50,799.3666667
2022/8/2 16:55,793.4
2022/8/2 17:00,809.8666667
2022/8/2 17:05,795.4666667
2022/8/2 17:10,806.8333333
2022/8/2 17:15,823.6
2022/8/2 17:20,834.3
2022/8/2 17:25,863.5333333
2022/8/2 17:30,909.6333333
2022/8/2 17:35,886.2333333
2022/8/2 17:40,883.9666667
2022/8/2 17:45,867.5333333
2022/8/2 17:50,910.5
2022/8/2 17:55,931.4333333
2022/8/2 18:00,924.4666667
2022/8/2 18:05,944.7
2022/8/2 18:10,947.4666667
2022/8/2 18:15,949.5333333
2022/8/2 18:20,946.5
2022/8/2 18:25,962.6333333
2022/8/2 18:30,980.8666667
2022/8/2 18:35,926.3333333
2022/8/2 18:40,891.0666667
2022/8/2 18:45,881.9333333
2022/8/2 18:50,892.8
2022/8/2 18:55,885.5
2022/8/2 19:00,878.3
2022/8/2 19:05,879.6
2022/8/2 19:10,892.7333333
2022/8/2 19:15,891.8666667
2022/8/2 19:20,890.6666667
2022/8/2 19:25,881
2022/8/2 19:30,907.1
2022/8/2 19:35,902.8333333
2022/8/2 19:40,906.4
2022/8/2 19:45,911.1666667
2022/8/2 19:50,917.4666667
2022/8/2 19:55,940.3666667
2022/8/2 20:00,954.9666667
2022/8/2 20:05,977.5
2022/8/2 20:10,1008.733333
2022/8/2 20:15,1030.366667
2022/8/2 20:20,1064.1
2022/8/2 20:25,1074.333333
2022/8/2 20:30,1062.7
2022/8/2 20:35,1073.4
2022/8/2 20:40,1110.766667
2022/8/2 20:45,1146.466667
2022/8/2 20:50,1162.9
2022/8/2 20:55,1158.566667
2022/8/2 21:00,1157.866667
2022/8/2 21:05,1172.1
2022/8/2 21:10,1192.233333
2022/8/2 21:15,1190.1
2022/8/2 21:20,1209.6
2022/8/2 21:25,1216.4
2022/8/2 21:30,1229.5
2022/8/2 21:35,1236.666667
2022/8/2 21:40,1253.3
2022/8/2 21:45,1254.5
2022/8/2 21:50,1241.1
2022/8/2 21:55,1221.7
2022/8/2 22:00,1234.533333
2022/8/2 22:05,1210.333333
2022/8/2 22:10,1202.733333
2022/8/2 22:15,1201.933333
2022/8/2 22:20,1213.5
2022/8/2 22:25,1228.966667
2022/8/2 22:30,1222.666667
2022/8/2 22:35,1206.133333
2022/8/2 22:40,1212.6
2022/8/2 22:45,1186.533333
2022/8/2 22:50,1166.166667
2022/8/2 22:55,1150.666667
2022/8/2 23:00,1155.466667
2022/8/2 23:05,1114.5
2022/8/2 23:10,1096.466667
2022/8/2 23:15,1098.433333
2022/8/2 23:20,1107.3
2022/8/2 23:25,1072.9
2022/8/2 23:30,1066.266667
2022/8/2 23:35,1041.566667
2022/8/2 23:40,1041.033333
2022/8/2 23:45,1058.1
2022/8/2 23:50,1030
2022/8/2 23:55,1018.4
2022/8/3 0:00,1013.633333
2022/8/3 0:05,996.8333333
2022/8/3 0:10,997.4
2022/8/3 0:15,991.1666667
2022/8/3 0:20,986.2
2022/8/3 0:25,974.2333333
2022/8/3 0:30,943
2022/8/3 0:35,942.1333333
2022/8/3 0:40,927.1
2022/8/3 0:45,919.7
2022/8/3 0:50,918.4666667
2022/8/3 0:55,919.5666667
2022/8/3 1:00,911.6333333
2022/8/3 1:05,912.1
2022/8/3 1:10,900.2333333
2022/8/3 1:15,905.3333333
2022/8/3 1:20,881.2
2022/8/3 1:25,869.6666667
2022/8/3 1:30,852.2
2022/8/3 1:35,863.8
2022/8/3 1:40,846.8666667
2022/8/3 1:45,853.3
2022/8/3 1:50,840.2666667
2022/8/3 1:55,852.2666667
2022/8/3 2:00,824.9333333
2022/8/3 2:05,841.1666667
2022/8/3 2:10,846.2666667
2022/8/3 2:15,837.0333333
2022/8/3 2:20,824.2333333
2022/8/3 2:25,811.8333333
2022/8/3 2:30,831.3666667
2022/8/3 2:35,812.8
2022/8/3 2:40,813.2666667
2022/8/3 2:45,814.3333333
2022/8/3 2:50,807.3333333
2022/8/3 2:55,779.7666667
2022/8/3 3:00,792.6666667
2022/8/3 3:05,790.2666667
2022/8/3 3:10,788.2333333
2022/8/3 3:15,767.4666667
2022/8/3 3:20,762.7333333
2022/8/3 3:25,769.8
2022/8/3 3:30,752.9333333
2022/8/3 3:35,747.6666667
2022/8/3 3:40,745.9333333
2022/8/3 3:45,747.6
2022/8/3 3:50,743.1666667
2022/8/3 3:55,760.4666667
2022/8/3 4:00,740.4666667
2022/8/3 4:05,776.7333333
2022/8/3 4:10,731.4333333
2022/8/3 4:15,766.1666667
2022/8/3 4:20,748.8666667
2022/8/3 4:25,759.1666667
2022/8/3 4:30,754.3666667
2022/8/3 4:35,742.1
2022/8/3 4:40,758.2333333
2022/8/3 4:45,729.3666667
2022/8/3 4:50,744.2333333
2022/8/3 4:55,724.5333333
2022/8/3 5:00,725.4666667
2022/8/3 5:05,724.7
2022/8/3 5:10,716.9
2022/8/3 5:15,709.2333333
2022/8/3 5:20,720.7
2022/8/3 5:25,755.5333333
2022/8/3 5:30,738.1666667
2022/8/3 5:35,745.7
2022/8/3 5:40,712.1333333
2022/8/3 5:45,737.1333333
2022/8/3 5:50,731.1666667
2022/8/3 5:55,748.1333333
2022/8/3 6:00,771
2022/8/3 6:05,796.8333333
2022/8/3 6:10,829.1666667
2022/8/3 6:15,797.8
2022/8/3 6:20,834.6
2022/8/3 6:25,877.7666667
2022/8/3 6:30,903.3666667
2022/8/3 6:35,886.6
2022/8/3 6:40,903.6
2022/8/3 6:45,890.8
2022/8/3 6:50,909.8333333
2022/8/3 6:55,912.6
2022/8/3 7:00,929.4333333
2022/8/3 7:05,937.2333333
2022/8/3 7:10,936.0666667
2022/8/3 7:15,940.6
2022/8/3 7:20,905.1666667
2022/8/3 7:25,873.0333333
2022/8/3 7:30,874.5666667
2022/8/3 7:35,841.8666667
2022/8/3 7:40,848.7666667
2022/8/3 7:45,805.1
2022/8/3 7:50,769.3
2022/8/3 7:55,749.0666667
2022/8/3 8:00,751
2022/8/3 8:05,758.0333333
2022/8/3 8:10,744.3333333
2022/8/3 8:15,727
2022/8/3 8:20,714.7666667
2022/8/3 8:25,706.5
2022/8/3 8:30,687.5
2022/8/3 8:35,685.5666667
2022/8/3 8:40,654.2333333
2022/8/3 8:45,635.2333333
2022/8/3 8:50,628.3666667
2022/8/3 8:55,649.9333333
2022/8/3 9:00,673.2
2022/8/3 9:05,671.5333333
2022/8/3 9:10,704.8
2022/8/3 9:15,716
2022/8/3 9:20,655.8666667
2022/8/3 9:25,671.2
2022/8/3 9:30,692.7333333
2022/8/3 9:35,693.1666667
2022/8/3 9:40,685.1
2022/8/3 9:45,679.8
2022/8/3 9:50,695.6551724
2022/8/3 9:55,700.9666667
2022/8/3 10:00,727.5666667
2022/8/3 10:05,784.3333333
2022/8/3 10:10,820.1666667
2022/8/3 10:15,825.2666667
2022/8/3 10:20,853.1333333
2022/8/3 10:25,830.6333333
2022/8/3 10:30,822.5217391
2022/8/3 10:35,850.5
2022/8/3 10:40,859.8333333
2022/8/3 10:45,882.0333333
2022/8/3 10:50,874.8
2022/8/3 10:55,893
2022/8/3 11:00,877.4333333
2022/8/3 11:05,908.5333333
2022/8/3 11:10,924.6666667
2022/8/3 11:15,939.1333333
2022/8/3 11:20,947.3333333
2022/8/3 11:25,990.6
2022/8/3 11:30,1028.5
2022/8/3 11:35,1077.133333
2022/8/3 11:40,1090.8
2022/8/3 11:45,1113.633333
2022/8/3 11:50,1104.333333
2022/8/3 11:55,1121.6
2022/8/3 12:00,1114.633333
2022/8/3 12:05,1113.5
2022/8/3 12:10,1120.366667
2022/8/3 12:15,1095.833333
2022/8/3 12:20,1045.7
2022/8/3 12:25,989.7333333
2022/8/3 12:30,929.1
2022/8/3 12:35,882.8
2022/8/3 12:40,854.4333333
2022/8/3 12:45,815.2666667
2022/8/3 12:50,783.3333333
2022/8/3 12:55,738.4333333
2022/8/3 13:00,758.2333333
2022/8/3 13:05,753.7
2022/8/3 13:10,723.6666667
2022/8/3 13:15,726.4666667
2022/8/3 13:20,713.3
2022/8/3 13:25,712.0333333
2022/8/3 13:30,721.8666667
2022/8/3 13:35,702.1
2022/8/3 13:40,676.6
2022/8/3 13:45,683.2333333
2022/8/3 13:50,681.8666667
2022/8/3 13:55,673.6666667
2022/8/3 14:00,672.4333333
2022/8/3 14:05,672.5666667
2022/8/3 14:10,665.4333333
2022/8/3 14:15,667.2333333
2022/8/3 14:20,661.5
2022/8/3 14:25,670.9666667
2022/8/3 14:30,657.2666667
2022/8/3 14:35,636.6333333
2022/8/3 14:40,652.7333333
2022/8/3 14:45,648.0333333
2022/8/3 14:50,653
2022/8/3 14:55,662.4666667
2022/8/3 15:00,653.8333333
2022/8/3 15:05,650.0666667
2022/8/3 15:10,657.6666667
2022/8/3 15:15,678.4333333
2022/8/3 15:20,666.0333333
2022/8/3 15:25,668.6
2022/8/3 15:30,652.7666667
2022/8/3 15:35,674.5666667
2022/8/3 15:40,679.9333333
2022/8/3 15:45,698.1
2022/8/3 15:50,711.3666667
2022/8/3 15:55,727.3
2022/8/3 16:00,734.1333333
2022/8/3 16:05,745.2
2022/8/3 16:10,758.4666667
2022/8/3 16:15,754.5666667
2022/8/3 16:20,766.6333333
2022/8/3 16:25,792.2
2022/8/3 16:30,791.9333333
2022/8/3 16:35,824.3
2022/8/3 16:40,830.1666667
2022/8/3 16:45,819.4666667
2022/8/3 16:50,821.8
2022/8/3 16:55,798
2022/8/3 17:00,804.1666667
2022/8/3 17:05,820.1
2022/8/3 17:10,842.0333333
2022/8/3 17:15,874.4
2022/8/3 17:20,870.7666667
2022/8/3 17:25,880.3666667
2022/8/3 17:30,931.1
2022/8/3 17:35,934.4
2022/8/3 17:40,960.6
2022/8/3 17:45,971.4666667
2022/8/3 17:50,950.1
2022/8/3 17:55,938.1666667
2022/8/3 18:00,954.1
2022/8/3 18:05,974.2666667
2022/8/3 18:10,960.3666667
2022/8/3 18:15,963.6
2022/8/3 18:20,984.5
2022/8/3 18:25,1004.766667
2022/8/3 18:30,994.0333333
2022/8/3 18:35,942.5
2022/8/3 18:40,906.0666667
2022/8/3 18:45,888.3666667
2022/8/3 18:50,892.6666667
2022/8/3 18:55,891.0666667
2022/8/3 19:00,905.6666667
2022/8/3 19:05,888.9
2022/8/3 19:10,909.1
2022/8/3 19:15,906.8666667
2022/8/3 19:20,917.8
2022/8/3 19:25,915.6333333
2022/8/3 19:30,927.9
2022/8/3 19:35,927.0333333
2022/8/3 19:40,943.8
2022/8/3 19:45,948.8333333
2022/8/3 19:50,956.9333333
2022/8/3 19:55,975.0333333
2022/8/3 20:00,979.6333333
2022/8/3 20:05,987.2333333
2022/8/3 20:10,1002.433333
2022/8/3 20:15,1009.733333
2022/8/3 20:20,1026.933333
2022/8/3 20:25,1034.233333
2022/8/3 20:30,1068.2
2022/8/3 20:35,1065.233333
2022/8/3 20:40,1075.133333
2022/8/3 20:45,1088.366667
2022/8/3 20:50,1107.3
2022/8/3 20:55,1112.433333
2022/8/3 21:00,1125.233333
2022/8/3 21:05,1135.366667
2022/8/3 21:10,1141.233333
2022/8/3 21:15,1162.533333
2022/8/3 21:20,1169.233333
2022/8/3 21:25,1177.1
2022/8/3 21:30,1196.066667
2022/8/3 21:35,1184.3
2022/8/3 21:40,1183.533333
2022/8/3 21:45,1184.2
2022/8/3 21:50,1191.2
2022/8/3 21:55,1217.366667
2022/8/3 22:00,1212.266667
2022/8/3 22:05,1214.5
2022/8/3 22:10,1207.7
2022/8/3 22:15,1221.766667
2022/8/3 22:20,1210.833333
2022/8/3 22:25,1216.966667
2022/8/3 22:30,1219.033333
2022/8/3 22:35,1200.933333
2022/8/3 22:40,1182.566667
2022/8/3 22:45,1168.766667
2022/8/3 22:50,1166.6
2022/8/3 22:55,1127.966667
2022/8/3 23:00,1145.8
2022/8/3 23:05,1151.266667
2022/8/3 23:10,1122.533333
2022/8/3 23:15,1115.333333
2022/8/3 23:20,1076.766667
2022/8/3 23:25,1094.366667
2022/8/3 23:30,1101.633333
2022/8/3 23:35,1092.166667
2022/8/3 23:40,1082.4
2022/8/3 23:45,1076.466667
2022/8/3 23:50,1070.766667
2022/8/3 23:55,1041.066667
2022/8/4 0:00,1033.866667
2022/8/4 0:05,1025.966667
2022/8/4 0:10,1016.733333
2022/8/4 0:15,1024.9
2022/8/4 0:20,992.7666667
2022/8/4 0:25,980.5
2022/8/4 0:30,955.8666667
2022/8/4 0:35,940.1666667
2022/8/4 0:40,943.5666667
2022/8/4 0:45,925.9
2022/8/4 0:50,909.2
2022/8/4 0:55,903.3666667
2022/8/4 1:00,875.6666667
2022/8/4 1:05,872.3333333
2022/8/4 1:10,903.2333333
2022/8/4 1:15,861.3666667
2022/8/4 1:20,876.5333333
2022/8/4 1:25,863.0666667
2022/8/4 1:30,857.0666667
2022/8/4 1:35,846.3333333
2022/8/4 1:40,856.4
2022/8/4 1:45,843.0666667
2022/8/4 1:50,833.8
2022/8/4 1:55,827.6
2022/8/4 2:00,804.3
2022/8/4 2:05,795.7
2022/8/4 2:10,811.3333333
2022/8/4 2:15,813.0666667
2022/8/4 2:20,822.3
2022/8/4 2:25,804.4
2022/8/4 2:30,801.9333333
2022/8/4 2:35,796.9333333
2022/8/4 2:40,798.5
2022/8/4 2:45,783.3
2022/8/4 2:50,776.1
2022/8/4 2:55,769.9666667
2022/8/4 3:00,771.4333333
2022/8/4 3:05,761
2022/8/4 3:10,749.0666667
2022/8/4 3:15,756.6666667
2022/8/4 3:20,746.5333333
2022/8/4 3:25,759.0333333
2022/8/4 3:30,769.8333333
2022/8/4 3:35,749.5
2022/8/4 3:40,742.9666667
2022/8/4 3:45,733.7
2022/8/4 3:50,727.9666667
2022/8/4 3:55,730.6
2022/8/4 4:00,734.7666667
2022/8/4 4:05,730.7666667
2022/8/4 4:10,725.6333333
2022/8/4 4:15,724.9
2022/8/4 4:20,748.4666667
2022/8/4 4:25,716.8
2022/8/4 4:30,730.9333333
2022/8/4 4:35,706.6
2022/8/4 4:40,723.0666667
2022/8/4 4:45,722.8
2022/8/4 4:50,719.7333333
2022/8/4 4:55,693.1666667
2022/8/4 5:00,708.2666667
2022/8/4 5:05,706.3666667
2022/8/4 5:10,700.4333333
2022/8/4 5:15,710.3333333
2022/8/4 5:20,707.6
2022/8/4 5:25,710.8333333
2022/8/4 5:30,728.2666667
2022/8/4 5:35,708
2022/8/4 5:40,700.1333333
2022/8/4 5:45,707.5
2022/8/4 5:50,742.6666667
2022/8/4 5:55,733
2022/8/4 6:00,746.2
2022/8/4 6:05,765.4666667
2022/8/4 6:10,799.1
2022/8/4 6:15,807.5333333
2022/8/4 6:20,793.7
2022/8/4 6:25,822
2022/8/4 6:30,855.0666667
2022/8/4 6:35,877.8333333
2022/8/4 6:40,865.8666667
2022/8/4 6:45,880.1
2022/8/4 6:50,942.2666667
2022/8/4 6:55,943.2333333
2022/8/4 7:00,935.3
2022/8/4 7:05,934.4333333
2022/8/4 7:10,931.9
2022/8/4 7:15,902.2333333
2022/8/4 7:20,900.8333333
2022/8/4 7:25,899.1666667
2022/8/4 7:30,841.4666667
2022/8/4 7:35,816.8333333
2022/8/4 7:40,798.1333333
2022/8/4 7:45,779.8
2022/8/4 7:50,763.4333333
2022/8/4 7:55,749.8333333
2022/8/4 8:00,712.8333333
2022/8/4 8:05,746.9666667
2022/8/4 8:10,720.1
2022/8/4 8:15,734.6
2022/8/4 8:20,705.1
2022/8/4 8:25,690.1
2022/8/4 8:30,687.4
2022/8/4 8:35,639.0666667
2022/8/4 8:40,622.6333333
2022/8/4 8:45,636.1666667
2022/8/4 8:50,636.3666667
2022/8/4 8:55,629.4666667
2022/8/4 9:00,640.4333333
2022/8/4 9:05,643.3666667
2022/8/4 9:10,650.1333333
2022/8/4 9:15,666.3666667
2022/8/4 9:20,680.2333333
2022/8/4 9:25,690.0666667
2022/8/4 9:30,658.2333333
2022/8/4 9:35,678.6666667
2022/8/4 9:40,679.6666667
2022/8/4 9:45,674.6666667
2022/8/4 9:50,670.1
2022/8/4 9:55,683.9666667
2022/8/4 10:00,717.1666667
2022/8/4 10:05,767.1333333
2022/8/4 10:10,772.8333333
2022/8/4 10:15,758.4
2022/8/4 10:20,760.6333333
2022/8/4 10:25,789.4333333
2022/8/4 10:30,824.9
2022/8/4 10:35,850.1333333
2022/8/4 10:40,871.8333333
2022/8/4 10:45,876.2666667
2022/8/4 10:50,855.5666667
2022/8/4 10:55,886.0333333
2022/8/4 11:00,879.4
2022/8/4 11:05,891.1666667
2022/8/4 11:10,939.1666667
2022/8/4 11:15,974.6666667
2022/8/4 11:20,994.3
2022/8/4 11:25,1008.766667
2022/8/4 11:30,1053.066667
2022/8/4 11:35,1077.4
2022/8/4 11:40,1057.2
2022/8/4 11:45,1088.733333
2022/8/4 11:50,1100.333333
2022/8/4 11:55,1114.4
2022/8/4 12:00,1116.533333
